access_id,memory_address,operation
929,168,WRITE
930,167,READ
931,44,READ
932,43,READ
933,41,READ
934,39,WRITE
935,41,READ
936,41,WRITE
937,41,READ
938,40,WRITE
939,40,WRITE
940,42,WRITE
941,40,WRITE
942,38,WRITE
943,16,READ
944,14,READ
945,235,READ
946,234,READ
947,235,READ
948,235,WRITE
949,236,READ
950,235,WRITE
951,234,WRITE
952,233,READ
953,232,WRITE
954,134,READ
955,132,READ
956,204,READ
957,204,WRITE
958,202,WRITE
959,201,READ
960,202,READ
961,201,READ
962,201,WRITE
963,200,READ
964,200,WRITE
965,201,WRITE
966,199,READ
967,201,READ
968,200,READ
969,202,READ
970,200,WRITE
971,198,WRITE
972,196,WRITE
973,196,WRITE
974,195,READ
975,197,READ
976,114,WRITE
977,113,READ
978,115,WRITE
979,116,WRITE
980,94,WRITE
981,95,READ
982,94,READ
983,171,READ
984,170,READ
985,172,READ
986,173,READ
987,174,WRITE
988,173,WRITE
989,31,READ
990,218,WRITE
991,216,READ
992,215,READ
993,213,WRITE
994,212,READ
995,210,WRITE
996,122,WRITE
997,122,READ
998,124,WRITE
999,123,WRITE
1000,125,READ
1001,184,READ
1002,183,READ
1003,183,READ
1004,182,WRITE
1005,182,WRITE
1006,181,READ
1007,180,READ
1008,181,WRITE
1009,180,WRITE
1010,178,WRITE
1011,179,READ
1012,179,WRITE
1013,178,READ
1014,180,WRITE
1015,182,WRITE
1016,183,READ
1017,184,WRITE
1018,185,READ
1019,184,READ
1020,183,WRITE
1021,184,WRITE
1022,182,WRITE
1023,184,READ
1024,186,READ
1025,186,READ
1026,73,WRITE
1027,72,READ
1028,71,WRITE
1029,70,WRITE
1030,68,READ
1031,70,READ
1032,73,READ
1033,75,READ
1034,77,READ
1035,79,READ
1036,80,WRITE
1037,80,WRITE
1038,108,READ
1039,110,WRITE
1040,112,WRITE
1041,145,WRITE
1042,143,WRITE
1043,143,READ
1044,142,WRITE
1045,140,WRITE
1046,91,WRITE
1047,93,READ
1048,95,READ
1049,97,READ
1050,97,READ
1051,99,WRITE
1052,97,READ
1053,181,READ
1054,181,WRITE
1055,116,WRITE
1056,118,READ
1057,119,READ
1058,119,READ
1059,96,WRITE
1060,98,WRITE
1061,97,WRITE
1062,159,READ
1063,159,WRITE
1064,158,READ
1065,160,WRITE
1066,161,READ
1067,162,READ
1068,160,WRITE
1069,162,READ
1070,154,READ
1071,154,WRITE
1072,156,READ
1073,155,WRITE
1074,153,WRITE
1075,151,READ
1076,152,READ
1077,153,READ
1078,155,READ
1079,154,READ
1080,156,WRITE
1081,154,WRITE
1082,154,READ
1083,156,READ
1084,155,READ
1085,155,READ
1086,153,READ
1087,154,WRITE
1088,156,WRITE
1089,158,WRITE
1090,158,WRITE
1091,55,READ
1092,56,WRITE
1093,56,READ
1094,54,READ
1095,35,WRITE
1096,33,READ
1097,33,READ
1098,35,READ
1099,36,READ
1100,34,READ
1101,36,READ
1102,34,READ
1103,36,WRITE
1104,37,WRITE
1105,39,READ
1106,38,WRITE
1107,37,READ
1108,136,WRITE
1109,134,READ
1110,136,READ
1111,183,WRITE
1112,184,WRITE
1113,185,WRITE
1114,186,WRITE
1115,184,READ
1116,183,WRITE
1117,184,READ
1118,183,WRITE
1119,184,READ
1120,186,WRITE
1121,188,WRITE
1122,186,WRITE
1123,129,WRITE
1124,128,WRITE
1125,127,WRITE
1126,129,READ
1127,129,WRITE
1128,129,WRITE
1129,127,WRITE
1130,129,WRITE
1131,128,WRITE
1132,127,WRITE
1133,128,READ
1134,79,READ
1135,79,READ
1136,77,READ
1137,228,WRITE
1138,226,WRITE
1139,55,READ
1140,159,WRITE
1141,159,WRITE
1142,135,WRITE
1143,135,WRITE
1144,136,READ
1145,134,READ
1146,45,WRITE
1147,45,WRITE
1148,45,WRITE
1149,46,READ
1150,44,READ
1151,44,WRITE
1152,46,READ
1153,47,WRITE
1154,47,WRITE
1155,48,READ
1156,48,READ
1157,50,WRITE
1158,227,WRITE
1159,227,READ
1160,227,READ
1161,228,WRITE
1162,229,READ
1163,227,WRITE
1164,228,READ
1165,226,WRITE
1166,227,READ
1167,228,WRITE
1168,230,WRITE
1169,229,READ
1170,228,WRITE
1171,230,READ
1172,231,WRITE
1173,154,WRITE
1174,170,READ
1175,6,WRITE
1176,8,WRITE
1177,9,WRITE
1178,8,WRITE
1179,150,READ
1180,150,WRITE
1181,150,WRITE
1182,150,READ
1183,149,READ
1184,150,READ
1185,148,READ
1186,149,WRITE
1187,149,READ
1188,150,WRITE
1189,151,WRITE
1190,164,READ
1191,164,READ
1192,163,READ
1193,165,WRITE
1194,165,READ
1195,4,WRITE
1196,69,READ
1197,69,READ
1198,71,READ
1199,42,READ
1200,41,WRITE
1201,28,WRITE
1202,27,READ
1203,29,READ
1204,27,WRITE
1205,26,READ
1206,26,WRITE
1207,25,READ
1208,25,WRITE
1209,57,WRITE
1210,34,READ
1211,35,READ
1212,35,WRITE
1213,36,WRITE
1214,232,READ
1215,103,WRITE
1216,105,WRITE
1217,118,WRITE
1218,117,WRITE
1219,116,WRITE
1220,114,READ
1221,113,WRITE
1222,111,WRITE
1223,112,WRITE
1224,110,WRITE
1225,109,WRITE
1226,108,WRITE
1227,110,WRITE
1228,109,WRITE
1229,109,READ
1230,109,WRITE
1231,140,READ
1232,139,READ
1233,141,WRITE
1234,150,WRITE
1235,151,READ
1236,149,READ
1237,147,WRITE
1238,32,READ
1239,32,WRITE
1240,30,READ
1241,22,READ
1242,24,READ
1243,26,WRITE
1244,26,WRITE
1245,25,WRITE
1246,81,WRITE
1247,83,READ
1248,84,READ
1249,83,WRITE
1250,21,WRITE
1251,22,WRITE
1252,23,READ
1253,23,READ
1254,22,WRITE
1255,23,READ
1256,21,READ
1257,23,READ
1258,178,WRITE
1259,177,WRITE
1260,176,WRITE
1261,253,WRITE
1262,254,READ
1263,255,READ
1264,255,WRITE
1265,64,WRITE
1266,63,WRITE
1267,180,READ
1268,198,READ
1269,26,READ
1270,26,WRITE
1271,27,WRITE
1272,25,READ
1273,108,READ
1274,109,WRITE
1275,108,WRITE
1276,195,READ
1277,234,WRITE
1278,234,READ
1279,232,READ
1280,232,WRITE
1281,232,READ
1282,105,WRITE
1283,103,WRITE
1284,200,READ
1285,201,WRITE
1286,199,WRITE
1287,199,WRITE
1288,200,WRITE
1289,152,READ
1290,153,WRITE
1291,154,READ
1292,152,WRITE
1293,223,WRITE
1294,225,READ
1295,226,READ
1296,227,WRITE
1297,228,WRITE
1298,229,READ
1299,230,WRITE
1300,228,READ
1301,208,READ
1302,209,WRITE
1303,209,WRITE
1304,209,READ
1305,207,WRITE
1306,10,READ
1307,11,READ
1308,181,WRITE
1309,182,READ
1310,183,READ
1311,255,READ
1312,253,WRITE
1313,252,WRITE
1314,251,READ
1315,12,READ
1316,31,READ
1317,30,WRITE
1318,28,READ
1319,29,READ
1320,30,READ
1321,28,READ
1322,27,READ
1323,29,READ
1324,27,READ
1325,27,READ
1326,27,WRITE
1327,26,READ
1328,24,WRITE
1329,169,WRITE
1330,169,READ
1331,238,WRITE
1332,222,READ
1333,222,READ
1334,223,WRITE
1335,224,WRITE
1336,225,WRITE
1337,226,READ
1338,227,WRITE
1339,229,READ
1340,66,WRITE
1341,65,READ
1342,65,WRITE
1343,64,WRITE
1344,63,READ
1345,190,READ
1346,190,READ
1347,189,READ
1348,189,READ
1349,191,READ
1350,192,READ
1351,191,READ
1352,191,READ
1353,193,READ
1354,194,WRITE
1355,196,READ
1356,90,READ
1357,89,READ
1358,121,WRITE
1359,119,WRITE
1360,214,WRITE
1361,212,READ
1362,214,READ
1363,213,READ
1364,215,READ
1365,217,READ
1366,215,READ
1367,217,READ
1368,215,WRITE
1369,216,WRITE
1370,215,READ
1371,216,READ
1372,218,READ
1373,218,WRITE
1374,220,READ
1375,218,READ
1376,216,READ
1377,218,WRITE
1378,219,WRITE
1379,217,READ
1380,215,READ
1381,214,READ
1382,225,WRITE
1383,226,READ
1384,226,READ
1385,227,READ
1386,226,WRITE
1387,226,WRITE
1388,227,READ
1389,229,WRITE
1390,227,WRITE
1391,228,WRITE
1392,227,WRITE
1393,228,WRITE
1394,230,WRITE
1395,168,WRITE
1396,170,WRITE
1397,169,READ
1398,130,WRITE
1399,131,WRITE
1400,130,READ
1401,130,WRITE
1402,132,WRITE
1403,136,READ
1404,137,WRITE
1405,179,WRITE
1406,181,WRITE
1407,182,READ
1408,184,READ
1409,186,READ
1410,186,READ
1411,188,READ
1412,180,WRITE
1413,180,READ
1414,180,READ
1415,180,READ
1416,182,READ
1417,184,READ
1418,182,READ
1419,183,READ
1420,183,READ
1421,182,READ
1422,183,WRITE
1423,184,WRITE
1424,122,WRITE
1425,124,WRITE
1426,126,READ
1427,127,READ
1428,127,READ
1429,125,WRITE
1430,185,READ
1431,186,READ
1432,158,READ
1433,160,WRITE
1434,158,READ
1435,160,READ
1436,160,READ
1437,158,READ
1438,157,READ
1439,154,READ
1440,153,READ
1441,152,WRITE
1442,150,READ
1443,149,WRITE
1444,147,READ
1445,146,WRITE
1446,145,WRITE
1447,145,READ
1448,144,WRITE
1449,145,WRITE
1450,147,READ
1451,51,READ
1452,53,READ
1453,54,READ
1454,55,WRITE
1455,57,READ
1456,57,READ
1457,56,WRITE
1458,57,WRITE
1459,55,READ
1460,162,READ
1461,164,READ
1462,163,WRITE
1463,164,WRITE
1464,162,READ
1465,162,READ
1466,163,WRITE
1467,164,READ
1468,166,WRITE
1469,165,WRITE
1470,167,READ
1471,168,READ
1472,94,READ
1473,174,READ
1474,175,READ
1475,236,WRITE
1476,236,READ
1477,234,WRITE
1478,232,READ
1479,231,READ
1480,230,READ
1481,228,WRITE
1482,228,WRITE
1483,226,WRITE
1484,224,WRITE
1485,225,WRITE
1486,227,WRITE
1487,228,WRITE
1488,230,READ
1489,231,WRITE
1490,229,WRITE
1491,227,WRITE
1492,225,READ
1493,226,WRITE
1494,226,WRITE
1495,38,READ
1496,36,READ
1497,38,READ
1498,63,READ
1499,229,WRITE
1500,227,WRITE
1501,78,READ
1502,77,READ
1503,59,WRITE
1504,202,WRITE
1505,200,READ
1506,244,READ
1507,246,READ
1508,247,WRITE
1509,246,WRITE
1510,66,READ
1511,66,WRITE
1512,66,WRITE
1513,68,READ
1514,66,WRITE
1515,66,READ
1516,65,READ
1517,66,WRITE
1518,66,READ
1519,65,WRITE
1520,236,READ
1521,226,WRITE
1522,226,READ
1523,224,READ
1524,95,WRITE
1525,192,WRITE
1526,194,WRITE
1527,192,READ
1528,192,READ
1529,193,READ
1530,192,READ
1531,191,WRITE
1532,191,READ
1533,193,READ
1534,192,WRITE
1535,192,READ
1536,190,READ
1537,190,WRITE
1538,105,WRITE
1539,100,WRITE
1540,149,READ
1541,149,READ
1542,43,READ
1543,38,READ
1544,37,READ
1545,37,READ
1546,245,WRITE
1547,245,WRITE
1548,245,READ
1549,245,READ
1550,245,READ
1551,175,READ
1552,174,READ
1553,175,READ
1554,175,WRITE
1555,173,WRITE
1556,174,READ
1557,172,READ
1558,174,READ
1559,174,READ
1560,174,WRITE
1561,238,WRITE
1562,237,READ
1563,239,READ
1564,236,READ
1565,101,READ
1566,102,WRITE
1567,103,WRITE
1568,105,WRITE
1569,107,WRITE
1570,109,READ
1571,108,READ
1572,102,WRITE
1573,49,READ
1574,48,WRITE
1575,47,WRITE
1576,45,WRITE
1577,250,READ
1578,251,WRITE
1579,250,READ
1580,250,READ
1581,250,READ
1582,249,READ
1583,251,READ
1584,250,WRITE
1585,251,READ
1586,250,READ
1587,252,READ
1588,234,READ
1589,236,READ
1590,237,READ
1591,236,WRITE
1592,200,WRITE
1593,198,WRITE
1594,230,READ
1595,230,READ
1596,232,WRITE
1597,233,READ
1598,234,WRITE
1599,233,READ
1600,228,READ
1601,226,WRITE
1602,224,READ
1603,222,READ
1604,224,READ
1605,222,WRITE
1606,220,READ
1607,218,READ
1608,219,WRITE
1609,218,READ
1610,27,READ
1611,25,WRITE
1612,27,WRITE
1613,28,WRITE
1614,30,WRITE
1615,250,READ
1616,250,WRITE
1617,192,WRITE
1618,190,READ
1619,191,READ
1620,61,READ
1621,59,READ
1622,169,WRITE
1623,171,READ
1624,173,READ
1625,174,WRITE
1626,175,READ
1627,177,READ
1628,178,READ
1629,177,READ
1630,175,READ
1631,173,READ
1632,173,WRITE
1633,175,WRITE
1634,175,READ
1635,174,READ
1636,175,WRITE
1637,177,READ
1638,177,WRITE
1639,129,READ
1640,128,READ
1641,127,READ
1642,128,READ
1643,128,READ
1644,129,READ
1645,127,WRITE
1646,129,WRITE
1647,129,WRITE
1648,127,READ
1649,125,READ
1650,126,READ
1651,128,READ
1652,128,WRITE
1653,130,WRITE
1654,65,READ
1655,42,READ
1656,135,WRITE
1657,134,READ
1658,135,WRITE
1659,136,WRITE
1660,138,WRITE
1661,137,READ
1662,135,READ
1663,136,WRITE
1664,134,READ
1665,136,WRITE
1666,135,WRITE
1667,134,READ
1668,136,READ
1669,136,WRITE
1670,21,WRITE
